iter	Passed	Remaining
1676	12733	2452
1677	12740	2444
1678	12747	2437
1679	12753	2429
1680	12759	2421
1681	12766	2413
1682	12772	2405
1683	12778	2397
1684	12784	2389
1685	12790	2382
1686	12797	2374
1687	12803	2366
1688	12809	2358
1689	12815	2350
1690	12822	2343
1691	12830	2335
1692	12837	2327
1693	12844	2320
1694	12850	2312
1695	12855	2304
1696	12862	2296
1697	12868	2288
1698	12874	2280
1699	12880	2273
1700	12887	2265
1701	12893	2257
1702	12899	2249
1703	12905	2241
1704	12911	2233
1705	12917	2226
1706	12924	2218
1707	12931	2210
1708	12938	2203
1709	12945	2195
1710	12953	2188
1711	12960	2180
1712	12968	2172
1713	12973	2164
1714	12979	2157
1715	12987	2149
1716	12994	2141
1717	13000	2133
1718	13006	2126
1719	13013	2118
1720	13018	2110
1721	13024	2102
1722	13031	2095
1723	13038	2087
1724	13045	2079
1725	13052	2072
1726	13058	2064
1727	13063	2056
1728	13070	2048
1729	13077	2040
1730	13083	2033
1731	13090	2025
1732	13095	2017
1733	13102	2009
1734	13108	2002
1735	13115	1994
1736	13120	1986
1737	13127	1978
1738	13134	1971
1739	13141	1963
1740	13147	1955
1741	13153	1948
1742	13160	1940
1743	13167	1932
1744	13173	1925
1745	13180	1917
1746	13187	1909
1747	13194	1902
1748	13199	1894
1749	13205	1886
1750	13211	1878
1751	13217	1870
1752	13224	1863
1753	13230	1855
1754	13236	1847
1755	13243	1840
1756	13250	1832
1757	13255	1824
1758	13262	1817
1759	13268	1809
1760	13274	1801
1761	13280	1793
1762	13286	1786
1763	13293	1778
1764	13298	1770
1765	13304	1762
1766	13311	1755
1767	13316	1747
1768	13323	1739
1769	13329	1732
1770	13335	1724
1771	13341	1716
1772	13348	1709
1773	13354	1701
1774	13361	1693
1775	13367	1686
1776	13375	1678
1777	13381	1670
1778	13387	1663
1779	13393	1655
1780	13398	1647
1781	13404	1639
1782	13410	1632
1783	13416	1624
1784	13423	1616
1785	13428	1609
1786	13435	1601
1787	13441	1593
1788	13448	1586
1789	13456	1578
1790	13465	1571
1791	13492	1566
1792	13510	1559
1793	13521	1552
1794	13529	1545
1795	13539	1537
1796	13549	1530
1797	13557	1523
1798	13565	1515
1799	13572	1508
1800	13580	1500
1801	13588	1493
1802	13595	1485
1803	13602	1477
1804	13609	1470
1805	13616	1462
1806	13623	1455
1807	13630	1447
1808	13636	1439
1809	13642	1432
1810	13649	1424
1811	13656	1416
1812	13665	1409
1813	13674	1402
1814	13681	1394
1815	13688	1386
1816	13696	1379
1817	13702	1371
1818	13710	1364
1819	13718	1356
1820	13725	1349
1821	13731	1341
1822	13738	1333
1823	13745	1326
1824	13752	1318
1825	13759	1311
1826	13767	1303
1827	13775	1296
1828	13782	1288
1829	13789	1281
1830	13797	1273
1831	13805	1266
1832	13813	1258
1833	13819	1250
1834	13826	1243
1835	13833	1235
1836	13839	1228
1837	13845	1220
1838	13851	1212
1839	13859	1205
1840	13866	1197
1841	13873	1190
1842	13881	1182
1843	13890	1175
1844	13897	1167
1845	13904	1159
1846	13911	1152
1847	13918	1144
1848	13924	1137
1849	13931	1129
1850	13938	1122
1851	13944	1114
1852	13951	1106
1853	13958	1099
1854	13964	1091
1855	13972	1084
1856	13980	1076
1857	13988	1069
1858	13996	1061
1859	14003	1054
1860	14011	1046
1861	14018	1038
1862	14025	1031
1863	14031	1023
1864	14038	1016
1865	14045	1008
1866	14052	1001
1867	14059	993
1868	14067	985
1869	14074	978
1870	14080	970
1871	14087	963
1872	14108	956
1873	14117	949
1874	14128	941
1875	14135	934
1876	14141	926
1877	14149	919
1878	14156	911
1879	14164	904
1880	14171	896
1881	14178	888
1882	14184	881
1883	14192	873
1884	14199	866
1885	14207	858
1886	14215	851
1887	14223	843
1888	14231	836
1889	14238	828
1890	14245	821
1891	14252	813
1892	14259	805
1893	14266	798
1894	14272	790
1895	14279	783
1896	14287	775
1897	14294	768
1898	14302	760
1899	14310	753
1900	14317	745
1901	14324	738
1902	14331	730
1903	14338	722
1904	14345	715
1905	14352	707
1906	14360	700
1907	14367	692
1908	14373	685
1909	14381	677
1910	14388	670
1911	14396	662
1912	14404	655
1913	14411	647
1914	14418	639
1915	14425	632
1916	14431	624
1917	14437	617
1918	14446	609
1919	14452	602
1920	14458	594
1921	14464	586
1922	14469	579
1923	14475	571
1924	14482	564
1925	14488	556
1926	14494	549
1927	14501	541
1928	14508	533
1929	14515	526
1930	14522	518
1931	14530	511
1932	14536	503
1933	14542	496
1934	14549	488
1935	14555	481
1936	14560	473
1937	14567	466
1938	14573	458
1939	14579	450
1940	14585	443
1941	14590	435
1942	14597	428
1943	14603	420
1944	14609	413
1945	14615	405
1946	14622	398
1947	14628	390
1948	14636	382
1949	14642	375
1950	14650	367
1951	14656	360
1952	14662	352
1953	14669	345
1954	14674	337
1955	14680	330
1956	14687	322
1957	14693	315
1958	14699	307
1959	14705	300
1960	14711	292
1961	14719	285
1962	14726	277
1963	14734	270
1964	14740	262
1965	14746	255
1966	14752	247
1967	14758	239
1968	14764	232
1969	14769	224
1970	14777	217
1971	14784	209
1972	14790	202
1973	14796	194
1974	14802	187
1975	14809	179
1976	14815	172
1977	14822	164
1978	14829	157
1979	14836	149
1980	14842	142
1981	14859	134
1982	14875	127
1983	14886	120
1984	14896	112
1985	14903	105
1986	14910	97
1987	14921	90
1988	14929	82
1989	14937	75
1990	14944	67
1991	14950	60
1992	14955	52
1993	14961	45
1994	14968	37
1995	14975	30
1996	14981	22
1997	14987	15
1998	14993	7
1999	14999	0
